Department,Population,Rates.Property.All,Rates.Property.Burglary,Rates.Property.Larceny,Rates.Property.Motor,Rates.Violent.All,Rates.Violent.Assault,Rates.Violent.Murder,Rates.Violent.Rape,Rates.Violent.Robbery,State,Totals.Property.All,Totals.Property.Burglary,Totals.Property.Larceny,Totals.Property.Motor,Totals.Violent.All,Totals.Violent.Assault,Totals.Violent.Murder,Totals.Violent.Rape,Totals.Violent.Robbery,Year
Alabaster Police Dept,7690,897.3,234.1,572.2,91.0,234.1,182.1,13.0,13.0,26.0,Alabama,69,18,44,7.0,18,14,1,1,2,1984
Alabaster Police Dept,7749,980.8,154.9,606.5,219.4,322.6,309.7,0.0,0.0,12.9,Alabama,76,12,47,17.0,25,24,0,0,1,1985
Alabaster Police Dept,11379,1010.6,298.8,659.1,52.7,413.0,404.3,0.0,0.0,8.8,Alabama,115,34,75,6.0,47,46,0,0,1,1986
Alabaster Police Dept,12988,1178.0,184.8,916.2,77.0,377.3,346.5,7.7,0.0,23.1,Alabama,153,24,119,10.0,49,45,1,0,3,1987
Alabaster Police Dept,13371,1174.2,261.8,852.6,59.8,261.8,209.4,7.5,7.5,37.4,Alabama,157,35,114,8.0,35,28,1,1,5,1988
Alabaster Police Dept,13203,1189.1,340.8,795.3,53.0,272.7,227.2,0.0,7.6,37.9,Alabama,157,45,105,7.0,36,30,0,1,5,1989
Alabaster Police Dept,14732,841.7,237.6,543.0,61.1,210.4,142.5,13.6,6.8,47.5,Alabama,124,35,80,9.0,31,21,2,1,7,1990
Alabaster Police Dept,14908,804.9,234.8,496.4,73.8,221.4,187.8,13.4,0.0,20.1,Alabama,120,35,74,11.0,33,28,2,0,3,1991
Alabaster Police Dept,15079,0,0,0,0,0,0,0,0,0,Alabama,0,0,0,0.0,0,0,0,0,0,1992
Alabaster Police Dept,16256,522.9,135.3,344.5,43.1,147.6,110.7,6.2,18.5,12.3,Alabama,85,22,56,7.0,24,18,1,3,2,1993
Alabaster Police Dept,16380,592.2,109.9,439.6,42.7,140.4,91.6,0.0,6.1,42.7,Alabama,97,18,72,7.0,23,15,0,1,7,1994
Alabaster Police Dept,17399,626.5,69.0,505.8,51.7,172.4,114.9,5.7,11.5,40.2,Alabama,109,12,88,9.0,30,20,1,2,7,1995
Alabaster Police Dept,17480,228.8,22.9,188.8,17.2,22.9,17.2,0.0,0.0,5.7,Alabama,40,4,33,3.0,4,3,0,0,1,1996
Alabaster Police Dept,17668,158.5,34.0,96.2,28.3,62.3,56.6,0.0,0.0,5.7,Alabama,28,6,17,5.0,11,10,0,0,1,1997
Alabaster Police Dept,21223,372.2,108.4,221.5,42.4,80.1,70.7,0.0,0.0,9.4,Alabama,79,23,47,9.0,17,15,0,0,2,1998
Alabaster Police Dept,23858,251.5,37.7,180.2,33.5,104.8,96.4,4.2,4.2,0.0,Alabama,60,9,43,8.0,25,23,1,1,0,1999
Alabaster Police Dept,22707,955.7,101.3,770.7,83.7,127.7,66.1,8.8,4.4,48.4,Alabama,217,23,175,19.0,29,15,2,1,11,2001
Alabaster Police Dept,22819,521.5,65.7,394.4,61.4,100.8,52.6,4.4,0.0,43.8,Alabama,119,15,90,14.0,23,12,1,0,10,2002
Alabaster Police Dept,24956,809.4,92.2,641.1,76.1,92.2,72.1,0.0,8.0,12.0,Alabama,202,23,160,19.0,23,18,0,2,3,2003
Alabaster Police Dept,25628,0,0,0,0,0,0,0,0,0,Alabama,177,44,117,16.0,14,4,1,1,8,2004
Alabaster Police Dept,27766,2341.0,140.5,2020.5,180.1,97.2,68.4,0.0,0.0,28.8,Alabama,650,39,561,50.0,27,19,0,0,8,2006
Alabaster Police Dept,28904,2280.0,235.3,1885.6,159.1,114.2,48.4,3.5,0.0,62.3,Alabama,659,68,545,46.0,33,14,1,0,18,2007
Alabaster Police Dept,29328,0,0,0,0,0,0,0,0,0,Alabama,616,55,518,43.0,20,9,0,1,10,2008
Alabaster Police Dept,30002,2116.5,273.3,1739.9,103.3,136.7,90.0,0.0,6.7,40.0,Alabama,635,82,522,31.0,41,27,0,2,12,2009
Alabaster Police Dept,30352,1696.8,72.5,1509.0,115.3,108.7,85.7,0.0,0.0,23.1,Alabama,515,22,458,35.0,33,26,0,0,7,2010
Alabaster Police Dept,30498,2151.0,282.0,1773.9,95.1,193.5,150.8,6.6,3.3,32.8,Alabama,656,86,541,29.0,59,46,2,1,10,2011
Alabaster Police Dept,30923,2208.7,210.2,1891.8,106.7,158.5,132.6,0.0,6.5,19.4,Alabama,683,65,585,33.0,49,41,0,2,6,2012
Albertville Police Dept,12661,2867.1,639.8,1927.2,300.1,315.9,276.4,7.9,0.0,31.6,Alabama,363,81,244,38.0,40,35,1,0,4,1984
Albertville Police Dept,12759,932.7,188.1,517.3,227.3,78.4,70.5,0.0,0.0,7.8,Alabama,119,24,66,29.0,10,9,0,0,1,1985
Albertville Police Dept,13029,1412.2,245.6,859.6,307.0,168.9,145.8,15.4,0.0,7.7,Alabama,184,32,112,40.0,22,19,2,0,1,1986
Albertville Police Dept,14358,2256.6,529.3,1476.5,250.7,404.0,369.1,13.9,7.0,13.9,Alabama,324,76,212,36.0,58,53,2,1,2,1987
Albertville Police Dept,14524,2079.3,537.0,1198.0,344.3,289.2,254.8,0.0,13.8,20.7,Alabama,302,78,174,50.0,42,37,0,2,3,1988
Albertville Police Dept,14668,1193.1,204.5,784.0,204.5,231.8,170.4,6.8,20.5,34.1,Alabama,175,30,115,30.0,34,25,1,3,5,1989
Albertville Police Dept,14507,1213.2,241.3,909.9,62.0,137.9,62.0,27.6,20.7,27.6,Alabama,176,35,132,9.0,20,9,4,3,4,1990
Albertville Police Dept,14680,2322.9,579.0,1689.4,54.5,88.6,40.9,0.0,20.4,27.2,Alabama,341,85,248,8.0,13,6,0,3,4,1991
Albertville Police Dept,14848,3192.3,902.5,2081.1,208.8,101.0,40.4,6.7,26.9,26.9,Alabama,474,134,309,31.0,15,6,1,4,4,1992
Albertville Police Dept,15821,3242.5,1049.2,1934.1,259.1,227.5,139.1,19.0,44.2,25.3,Alabama,513,166,306,41.0,36,22,3,7,4,1993
Albertville Police Dept,15941,1141.7,257.2,665.0,219.6,188.2,163.1,0.0,6.3,18.8,Alabama,182,41,106,35.0,30,26,0,1,3,1994
Albertville Police Dept,17284,572.8,81.0,364.5,127.3,98.4,57.9,11.6,11.6,17.4,Alabama,99,14,63,22.0,17,10,2,2,3,1995
Albertville Police Dept,17365,264.9,34.6,161.2,69.1,80.6,69.1,0.0,5.8,5.8,Alabama,46,6,28,12.0,14,12,0,1,1,1996
Albertville Police Dept,17552,250.7,79.8,102.6,68.4,85.5,85.5,0.0,0.0,0.0,Alabama,44,14,18,12.0,15,15,0,0,0,1997
Albertville Police Dept,16551,1746.1,356.5,1184.2,205.4,126.9,96.7,0.0,12.1,18.1,Alabama,289,59,196,34.0,21,16,0,2,3,1998
Albertville Police Dept,16936,2302.8,566.8,1564.7,171.2,88.6,53.1,0.0,17.7,17.7,Alabama,390,96,265,29.0,15,9,0,3,3,1999
Albertville Police Dept,17400,5189.7,1683.9,3247.1,258.6,402.3,316.1,0.0,51.7,34.5,Alabama,903,293,565,45.0,70,55,0,9,6,2002
Albertville Police Dept,17658,3601.8,283.2,2927.9,390.8,305.8,203.9,5.7,51.0,45.3,Alabama,636,50,517,69.0,54,36,1,9,8,2003
Albertville Police Dept,18008,3926.0,794.1,2887.6,244.3,383.2,266.5,0.0,55.5,61.1,Alabama,707,143,520,44.0,69,48,0,10,11,2004
Albertville Police Dept,19818,0,0,0,0,0,0,0,0,0,Alabama,803,244,523,36.0,64,50,0,5,9,2008
Albertville Police Dept,20078,4622.0,1160.5,3282.2,179.3,408.4,293.9,0.0,54.8,59.8,Alabama,928,233,659,36.0,82,59,0,11,12,2009
Albertville Police Dept,21160,5255.2,1635.2,3355.4,264.7,382.8,293.0,0.0,28.4,61.4,Alabama,1112,346,710,56.0,81,62,0,6,13,2010
Albertville Police Dept,21262,4312.9,1161.7,2897.2,254.0,202.2,145.8,0.0,32.9,23.5,Alabama,917,247,616,54.0,43,31,0,7,5,2011
Albertville Police Dept,21507,0,0,0,0,0,0,0,0,0,Alabama,69,24,42,3.0,2,1,0,1,0,2012
Alexander City Police Dept,14446,3731.1,1010.7,2589.0,131.5,650.7,581.5,0.0,27.7,41.5,Alabama,539,146,374,19.0,94,84,0,4,6,1984
Alexander City Police Dept,14558,4492.4,1071.6,3194.1,226.7,755.6,680.0,0.0,34.3,41.2,Alabama,654,156,465,33.0,110,99,0,5,6,1985
Alexander City Police Dept,14130,0,0,0,0,0,0,0,0,0,Alabama,508,97,388,23.0,104,89,3,5,7,1986
Alexander City Police Dept,14116,0,0,0,0,0,0,0,0,0,Alabama,257,72,175,10.0,53,51,0,0,2,1987
Alexander City Police Dept,14379,3901.5,785.9,3004.4,111.3,792.8,667.6,13.9,55.6,55.6,Alabama,561,113,432,16.0,114,96,2,8,8,1988
Alexander City Police Dept,14508,4838.7,1020.1,3632.5,186.1,1033.9,903.0,13.8,68.9,48.2,Alabama,702,148,527,27.0,150,131,2,10,7,1989
Alexander City Police Dept,14917,4183.1,1112.8,2976.5,93.9,784.3,657.0,40.2,20.1,67.0,Alabama,624,166,444,14.0,117,98,6,3,10,1990
Alexander City Police Dept,15095,4292.8,940.7,3246.1,106.0,1093.1,947.3,26.5,13.2,106.0,Alabama,648,142,490,16.0,165,143,4,2,16,1991
Alexander City Police Dept,15268,1833.9,648.4,1113.4,72.0,412.6,294.7,6.5,6.5,104.8,Alabama,280,99,170,11.0,63,45,1,1,16,1992
Alexander City Police Dept,15218,900.2,368.0,506.0,26.3,341.7,236.6,26.3,6.6,72.3,Alabama,137,56,77,4.0,52,36,4,1,11,1993
Alexander City Police Dept,15334,5719.3,900.0,4688.9,130.4,1173.9,893.4,19.6,52.2,208.7,Alabama,877,138,719,20.0,180,137,3,8,32,1994
Alexander City Police Dept,15216,5803.1,1018.7,4607.0,177.4,683.5,394.3,32.9,39.4,216.9,Alabama,883,155,701,27.0,104,60,5,6,33,1995
Alexander City Police Dept,15287,5998.6,1164.4,4703.3,130.8,614.9,444.8,0.0,19.6,150.5,Alabama,917,178,719,20.0,94,68,0,3,23,1996
Alexander City Police Dept,15451,6400.9,1100.3,5112.9,187.7,763.7,576.0,6.5,38.8,142.4,Alabama,989,170,790,29.0,118,89,1,6,22,1997
Alexander City Police Dept,15792,5262.2,880.2,4242.7,139.3,436.9,253.3,0.0,25.3,158.3,Alabama,831,139,670,22.0,69,40,0,4,25,1998
Alexander City Police Dept,16090,4574.3,752.0,3704.2,118.1,472.3,360.5,18.6,24.9,68.4,Alabama,736,121,596,19.0,76,58,3,4,11,1999
Alexander City Police Dept,15008,5310.5,792.9,4384.3,133.3,486.4,313.2,20.0,53.3,99.9,Alabama,797,119,658,20.0,73,47,3,8,15,2000
Alexander City Police Dept,15066,6484.8,929.2,5409.5,146.0,584.1,484.5,0.0,66.4,33.2,Alabama,977,140,815,22.0,88,73,0,10,5,2001
Alexander City Police Dept,15141,5765.8,852.0,4781.7,132.1,752.9,535.0,13.2,52.8,151.9,Alabama,873,129,724,20.0,114,81,2,8,23,2002
Alexander City Police Dept,14879,5450.6,914.0,4455.9,80.7,725.9,584.7,0.0,26.9,114.3,Alabama,811,136,663,12.0,108,87,0,4,17,2003
Alexander City Police Dept,15064,6319.7,1115.2,5051.8,152.7,863.0,697.0,0.0,33.2,132.8,Alabama,952,168,761,23.0,130,105,0,5,20,2004
Alexander City Police Dept,15062,5703.1,1261.5,4269.0,172.6,942.8,743.6,6.6,53.1,139.4,Alabama,859,190,643,26.0,142,112,1,8,21,2005
Alexander City Police Dept,15053,6749.5,1209.1,5208.3,332.2,870.3,604.5,13.3,93.0,159.4,Alabama,1016,182,784,50.0,131,91,2,14,24,2007
Alexander City Police Dept,14917,6864.7,1273.7,5296.0,295.0,1367.6,938.5,20.1,93.9,315.1,Alabama,1024,190,790,44.0,204,140,3,14,47,2008
Alexander City Police Dept,15057,5598.7,1195.5,4190.7,212.5,876.7,591.1,13.3,66.4,205.9,Alabama,843,180,631,32.0,132,89,2,10,31,2009
Alexander City Police Dept,14875,4342.9,759.7,3509.2,73.9,396.6,275.6,6.7,53.8,60.5,Alabama,646,113,522,11.0,59,41,1,8,9,2010
Alexander City Police Dept,14947,5138.2,1378.2,3525.8,234.2,923.3,769.4,0.0,80.3,73.6,Alabama,768,206,527,35.0,138,115,0,12,11,2011
Alexander City Police Dept,14936,4606.3,836.9,3588.6,180.8,636.0,508.8,13.4,13.4,100.4,Alabama,688,125,536,27.0,95,76,2,2,15,2012
Anniston Police Dept,30618,9272.3,2609.6,6238.2,424.6,1802.9,1433.8,22.9,52.3,293.9,Alabama,2839,799,1910,130.0,552,439,7,16,90,1984
Anniston Police Dept,30854,9888.5,2965.6,6443.2,479.7,1980.3,1646.5,16.2,55.1,262.5,Alabama,3051,915,1988,148.0,611,508,5,17,81,1985
Anniston Police Dept,30510,10354.0,2995.7,6846.9,511.3,2733.5,2310.7,26.2,95.1,301.5,Alabama,3159,914,2089,156.0,834,705,8,29,92,1986
Anniston Police Dept,29593,9265.7,2919.6,5927.1,419.0,2304.6,1770.7,27.0,87.9,419.0,Alabama,2742,864,1754,124.0,682,524,8,26,124,1987
Anniston Police Dept,29350,9965.9,2994.9,6425.9,545.1,2030.7,1502.6,23.9,112.4,391.8,Alabama,2925,879,1886,160.0,596,441,7,33,115,1988
Anniston Police Dept,29226,10754.1,3606.4,6501.1,646.7,2638.1,1810.0,44.5,99.2,684.3,Alabama,3143,1054,1900,189.0,771,529,13,29,200,1989
Anniston Police Dept,26623,12575.6,4004.1,7748.9,822.6,3196.5,2606.8,22.5,120.2,447.0,Alabama,3348,1066,2063,219.0,851,694,6,32,119,1990
Anniston Police Dept,26941,9353.8,3188.4,5734.8,430.6,1941.3,1488.4,18.6,77.9,356.3,Alabama,2520,859,1545,116.0,523,401,5,21,96,1991
Anniston Police Dept,27250,12223.9,4187.2,7405.5,631.2,3016.5,2264.2,40.4,128.4,583.5,Alabama,3331,1141,2018,172.0,822,617,11,35,159,1992
Anniston Police Dept,27436,12079.0,3823.4,7614.1,641.5,3510.0,2813.8,43.7,134.9,517.6,Alabama,3314,1049,2089,176.0,963,772,12,37,142,1993
Anniston Police Dept,27645,12287.9,3772.8,7759.1,756.0,2676.8,2061.9,36.2,184.5,394.3,Alabama,3397,1043,2145,209.0,740,570,10,51,109,1994
Anniston Police Dept,27425,13035.6,3737.5,8543.3,754.8,2333.6,1604.4,21.9,91.2,616.2,Alabama,3575,1025,2343,207.0,640,440,6,25,169,1995
Anniston Police Dept,27553,13490.4,3945.1,8583.5,961.8,2395.4,1774.8,36.3,94.4,490.0,Alabama,3717,1087,2365,265.0,660,489,10,26,135,1996
Anniston Police Dept,27849,13224.9,4118.6,8434.8,671.5,2685.9,1799.0,18.0,122.1,746.9,Alabama,3683,1147,2349,187.0,748,501,5,34,208,1997
Anniston Police Dept,26100,13364.0,4433.0,8160.9,770.1,2743.3,1904.2,34.5,153.3,651.3,Alabama,3488,1157,2130,201.0,716,497,9,40,170,1998
Anniston Police Dept,25629,13843.7,4284.2,8584.0,975.5,2434.7,1709.0,39.0,105.3,581.4,Alabama,3548,1098,2200,250.0,624,438,10,27,149,1999
Anniston Police Dept,24276,14409.3,4621.8,8831.8,955.7,2339.8,1557.1,24.7,140.1,617.9,Alabama,3498,1122,2144,232.0,568,378,6,34,150,2000
Anniston Police Dept,24370,12281.5,3574.1,7878.5,828.9,2207.6,1432.1,32.8,151.8,590.9,Alabama,2993,871,1920,202.0,538,349,8,37,144,2001
Anniston Police Dept,24491,12433.1,3674.8,8145.8,612.5,2335.6,1494.4,28.6,142.9,669.6,Alabama,3045,900,1995,150.0,572,366,7,35,164,2002
Anniston Police Dept,23868,13256.2,3925.8,8425.5,905.0,2103.2,1328.1,8.4,117.3,649.4,Alabama,3164,937,2011,216.0,502,317,2,28,155,2003
Anniston Police Dept,23905,11403.5,3204.4,7383.4,815.7,2003.8,1280.1,25.1,142.2,556.4,Alabama,2726,766,1765,195.0,479,306,6,34,133,2004
Anniston Police Dept,23967,12329.5,3630.0,7839.9,859.5,2061.2,1364.4,20.9,58.4,617.5,Alabama,2955,870,1879,206.0,494,327,5,14,148,2005
Anniston Police Dept,23956,12706.6,4132.6,7563.9,1010.2,2174.8,1323.3,58.4,121.1,672.1,Alabama,3044,990,1812,242.0,521,317,14,29,161,2006
Anniston Police Dept,23736,12268.3,3968.7,7259.0,1040.6,2279.2,1365.0,37.9,84.3,792.0,Alabama,2912,942,1723,247.0,541,324,9,20,188,2007
Anniston Police Dept,23620,10283.7,3336.2,6257.4,690.1,2421.7,1481.8,55.0,127.0,757.8,Alabama,2429,788,1478,163.0,572,350,13,30,179,2008
Anniston Police Dept,23598,10081.4,4093.6,5331.0,656.8,2474.8,1860.3,21.2,114.4,478.9,Alabama,2379,966,1258,155.0,584,439,5,27,113,2009
Anniston Police Dept,23106,8820.2,3596.5,4791.0,432.8,1523.4,1082.0,13.0,99.5,328.9,Alabama,2038,831,1107,100.0,352,250,3,23,76,2010
Anniston Police Dept,23217,10005.6,4290.0,5284.9,430.7,1770.3,1266.3,47.4,90.5,366.1,Alabama,2323,996,1227,100.0,411,294,11,21,85,2011
Anniston Police Dept,23051,10776.1,3956.4,6511.6,308.0,2186.5,1704.9,21.7,60.7,399.1,Alabama,2484,912,1501,71.0,504,393,5,14,92,2012
Athens Police Dept,14797,2615.4,777.2,1730.1,108.1,189.2,148.7,6.8,13.5,20.3,Alabama,387,115,256,16.0,28,22,1,2,3,1984
Athens Police Dept,14911,2434.4,503.0,1824.2,107.3,228.0,187.8,13.4,13.4,13.4,Alabama,363,75,272,16.0,34,28,2,2,2,1985
Athens Police Dept,15123,2466.4,542.2,1778.7,145.5,363.7,324.0,0.0,6.6,33.1,Alabama,373,82,269,22.0,55,49,0,1,5,1986
Athens Police Dept,15990,2601.6,544.1,1907.4,150.1,481.6,456.5,0.0,12.5,12.5,Alabama,416,87,305,24.0,77,73,0,2,2,1987
Athens Police Dept,16009,3329.4,774.6,2404.9,149.9,555.9,474.7,6.2,25.0,50.0,Alabama,533,124,385,24.0,89,76,1,4,8,1988
Athens Police Dept,16063,3255.9,747.1,2291.0,217.9,466.9,323.7,0.0,43.6,99.6,Alabama,523,120,368,35.0,75,52,0,7,16,1989
Athens Police Dept,16901,3662.5,733.7,2822.3,106.5,289.9,236.7,0.0,0.0,53.3,Alabama,619,124,477,18.0,49,40,0,0,9,1990
Athens Police Dept,17103,3882.4,631.5,3128.1,122.8,292.3,245.6,5.8,23.4,17.5,Alabama,664,108,535,21.0,50,42,1,4,3,1991
Athens Police Dept,17299,3734.3,757.3,2896.1,80.9,653.2,583.8,0.0,28.9,40.5,Alabama,646,131,501,14.0,113,101,0,5,7,1992
Athens Police Dept,17977,3298.7,534.0,2647.8,116.8,584.1,522.9,11.1,11.1,38.9,Alabama,593,96,476,21.0,105,94,2,2,7,1993
Athens Police Dept,18114,3428.3,574.1,2649.9,204.3,369.9,320.2,0.0,22.1,27.6,Alabama,621,104,480,37.0,67,58,0,4,5,1994
Athens Police Dept,18855,3277.6,535.7,2561.7,180.3,344.7,275.8,0.0,10.6,58.3,Alabama,618,101,483,34.0,65,52,0,2,11,1995
Athens Police Dept,18943,3320.5,432.9,2718.7,168.9,364.3,290.3,5.3,42.2,26.4,Alabama,629,82,515,32.0,69,55,1,8,5,1996
Athens Police Dept,19147,3755.2,699.8,2903.8,151.5,360.4,287.3,15.7,10.4,47.0,Alabama,719,134,556,29.0,69,55,3,2,9,1997
Athens Police Dept,19511,3095.7,456.2,2424.3,215.3,266.5,169.1,5.1,30.8,61.5,Alabama,604,89,473,42.0,52,33,1,6,12,1998
Athens Police Dept,19801,3959.4,590.9,3201.9,166.7,237.4,151.5,0.0,15.2,70.7,Alabama,784,117,634,33.0,47,30,0,3,14,1999
Athens Police Dept,18967,3785.5,574.7,3021.0,189.8,342.7,200.3,5.3,10.5,126.5,Alabama,718,109,573,36.0,65,38,1,2,24,2000
Athens Police Dept,19041,3303.4,404.4,2720.4,178.6,141.8,47.3,0.0,15.8,78.8,Alabama,629,77,518,34.0,27,9,0,3,15,2001
Athens Police Dept,19135,3856.8,621.9,3052.0,182.9,120.2,52.3,10.5,5.2,52.3,Alabama,738,119,584,35.0,23,10,2,1,10,2002
Athens Police Dept,19612,3406.1,494.6,2784.0,127.5,61.2,25.5,0.0,0.0,35.7,Alabama,668,97,546,25.0,12,5,0,0,7,2003
Athens Police Dept,19999,3000.2,390.0,2455.1,155.0,90.0,35.0,0.0,20.0,35.0,Alabama,600,78,491,31.0,18,7,0,4,7,2004
Athens Police Dept,23432,3623.3,601.7,2880.7,140.8,226.2,128.0,0.0,17.1,81.1,Alabama,849,141,675,33.0,53,30,0,4,19,2008
Athens Police Dept,24261,3305.7,544.1,2596.8,164.9,131.9,45.3,0.0,12.4,74.2,Alabama,802,132,630,40.0,32,11,0,3,18,2009
Athens Police Dept,21897,3274.4,589.1,2575.7,109.6,155.3,82.2,0.0,18.3,54.8,Alabama,717,129,564,24.0,34,18,0,4,12,2010
Athens Police Dept,22002,3504.2,654.5,2731.6,118.2,172.7,68.2,4.5,18.2,81.8,Alabama,771,144,601,26.0,38,15,1,4,18,2011
Athens Police Dept,22681,3747.6,731.9,2936.4,79.4,136.7,66.1,4.4,4.4,61.7,Alabama,850,166,666,18.0,31,15,1,1,14,2012
Atmore Police Dept,8918,1996.0,414.9,1547.4,33.6,78.5,56.1,0.0,11.2,11.2,Alabama,178,37,138,3.0,7,5,0,1,1,1984
Atmore Police Dept,8987,2948.7,600.9,2281.1,66.8,255.9,189.2,11.1,22.3,33.4,Alabama,265,54,205,6.0,23,17,1,2,3,1985
Atmore Police Dept,9027,2636.5,731.1,1794.6,110.8,675.8,587.1,0.0,22.2,66.5,Alabama,238,66,162,10.0,61,53,0,2,6,1986
Atmore Police Dept,8655,0,0,0,0,0,0,0,0,0,Alabama,259,95,157,7.0,66,61,1,1,3,1987
Atmore Police Dept,8682,0,0,0,0,0,0,0,0,0,Alabama,360,112,236,12.0,60,48,1,1,10,1988
Atmore Police Dept,8528,4174.5,1243.0,2755.6,175.9,891.2,785.6,11.7,23.5,70.4,Alabama,356,106,235,15.0,76,67,1,2,6,1989
Atmore Police Dept,8046,3678.8,969.4,2535.4,174.0,944.6,795.4,0.0,12.4,136.7,Alabama,296,78,204,14.0,76,64,0,1,11,1990
Atmore Police Dept,8142,1633.5,626.4,982.6,24.6,577.3,503.6,0.0,12.3,61.4,Alabama,133,51,80,2.0,47,41,0,1,5,1991
Atmore Police Dept,8235,4298.7,1250.8,2878.0,170.0,1032.2,935.0,0.0,24.3,72.9,Alabama,354,103,237,14.0,85,77,0,2,6,1992
Atmore Police Dept,8265,4488.8,1052.6,3085.3,350.9,1355.1,1234.1,0.0,24.2,96.8,Alabama,371,87,255,29.0,112,102,0,2,8,1993
Atmore Police Dept,8328,540.3,144.1,300.2,96.1,156.1,108.1,0.0,0.0,48.0,Alabama,45,12,25,8.0,13,9,0,0,4,1994
Atmore Police Dept,8155,1140.4,404.7,613.1,122.6,183.9,85.8,0.0,24.5,73.6,Alabama,93,33,50,10.0,15,7,0,2,6,1995
Atmore Police Dept,8193,1757.6,549.2,964.2,244.1,305.1,134.3,24.4,24.4,122.1,Alabama,144,45,79,20.0,25,11,2,2,10,1996
Atmore Police Dept,8281,3900.5,1086.8,2632.5,181.1,893.6,627.9,0.0,12.1,253.6,Alabama,323,90,218,15.0,74,52,0,1,21,1997
Atmore Police Dept,8122,7227.3,1773.0,5208.1,246.2,2844.1,2363.9,0.0,61.6,418.6,Alabama,587,144,423,20.0,231,192,0,5,34,1998
Atmore Police Dept,8203,6912.1,1889.6,4790.9,231.6,1706.7,1365.4,12.2,85.3,243.8,Alabama,567,155,393,19.0,140,112,1,7,20,1999
Atmore Police Dept,7676,7451.8,1941.1,5328.3,182.4,1380.9,1003.1,52.1,13.0,312.7,Alabama,572,149,409,14.0,106,77,4,1,24,2000
Atmore Police Dept,7706,6851.8,1855.7,4723.6,272.5,1596.2,1297.7,38.9,13.0,246.6,Alabama,528,143,364,21.0,123,100,3,1,19,2001
Atmore Police Dept,7744,6495.4,1330.1,4919.9,245.4,1265.5,968.5,0.0,38.7,258.3,Alabama,503,103,381,19.0,98,75,0,3,20,2002
Atmore Police Dept,7581,6951.6,1517.0,5210.4,224.2,1147.6,910.2,13.2,118.7,105.5,Alabama,527,115,395,17.0,87,69,1,9,8,2003
Atmore Police Dept,7546,7792.2,1828.8,5711.6,251.8,1166.2,795.1,0.0,53.0,318.0,Alabama,588,138,431,19.0,88,60,0,4,24,2004
Atmore Police Dept,7618,7114.7,1391.4,5421.4,301.9,1076.4,708.8,26.3,26.3,315.0,Alabama,542,106,413,23.0,82,54,2,2,24,2005
Atmore Police Dept,7598,6988.7,1289.8,5356.7,342.2,908.1,737.0,0.0,26.3,144.8,Alabama,531,98,407,26.0,69,56,0,2,11,2006
Atmore Police Dept,7452,7622.1,1757.9,5636.1,228.1,1113.8,791.7,0.0,67.1,255.0,Alabama,568,131,420,17.0,83,59,0,5,19,2007
Atmore Police Dept,7391,7333.2,1461.2,5452.6,419.4,1041.8,676.5,40.6,67.6,257.1,Alabama,542,108,403,31.0,77,50,3,5,19,2008
Atmore Police Dept,7396,0,0,0,0,0,0,0,0,0,Alabama,374,81,271,22.0,57,42,4,4,7,2009
Atmore Police Dept,10194,3286.2,608.2,2472.0,206.0,480.7,412.0,0.0,19.6,49.0,Alabama,335,62,252,21.0,49,42,0,2,5,2010
Atmore Police Dept,10243,3768.4,1093.4,2538.3,136.7,556.5,390.5,19.5,29.3,117.2,Alabama,386,112,260,14.0,57,40,2,3,12,2011
Atmore Police Dept,10188,3366.7,804.9,2375.3,186.5,618.4,520.2,9.8,19.6,68.7,Alabama,343,82,242,19.0,63,53,1,2,7,2012
Auburn Police Dept,29175,4462.7,1021.4,3293.9,147.4,524.4,459.3,3.4,13.7,48.0,Alabama,1302,298,961,43.0,153,134,1,4,14,1984
Auburn Police Dept,29400,4891.2,972.8,3724.5,193.9,557.8,483.0,3.4,20.4,51.0,Alabama,1438,286,1095,57.0,164,142,1,6,15,1985
Auburn Police Dept,28055,6419.5,1675.3,4591.0,153.3,659.4,595.3,0.0,32.1,32.1,Alabama,1801,470,1288,43.0,185,167,0,9,9,1986
Auburn Police Dept,29985,5519.4,1080.5,4205.4,233.5,660.3,610.3,3.3,20.0,26.7,Alabama,1655,324,1261,70.0,198,183,1,6,8,1987
Auburn Police Dept,30302,6342.8,1138.5,5032.7,171.6,399.3,293.7,9.9,26.4,69.3,Alabama,1922,345,1525,52.0,121,89,3,8,21,1988
Auburn Police Dept,29125,7770.0,1665.2,5957.1,147.6,391.4,288.4,3.4,30.9,68.7,Alabama,2263,485,1735,43.0,114,84,1,9,20,1989
Auburn Police Dept,33830,5013.3,1105.5,3822.1,85.7,313.3,206.9,5.9,26.6,73.9,Alabama,1696,374,1293,29.0,106,70,2,9,25,1990
Auburn Police Dept,34235,5228.6,1037.0,4010.5,181.1,300.9,172.3,2.9,46.7,78.9,Alabama,1790,355,1373,62.0,103,59,1,16,27,1991
Auburn Police Dept,34628,5296.3,1262.0,3895.7,138.6,283.0,161.7,0.0,34.7,86.6,Alabama,1834,437,1349,48.0,98,56,0,12,30,1992
Auburn Police Dept,35658,5308.8,1147.0,4046.8,115.0,364.6,258.0,11.2,39.3,56.1,Alabama,1893,409,1443,41.0,130,92,4,14,20,1993
Auburn Police Dept,35930,5388.3,1088.2,4088.5,211.5,261.6,194.8,0.0,27.8,39.0,Alabama,1936,391,1469,76.0,94,70,0,10,14,1994
